id	idProject	testCase	EagerTest	MysteryGuest	ResourceOptimism	TestRedundancy
16507	21_dubbo	org.apache.dubbo.common.extension.extensionloadertest.test_hasextension_wrapperisnotext	0	0	0	0
16519	21_dubbo	org.apache.dubbo.common.extension.extensionloadertest.test_initerror	0	0	0	0
17005	21_dubbo	org.apache.dubbo.common.extension.support.activatecomparatortest.testactivatecomparator	0	0	0	0
17061	21_dubbo	org.apache.dubbo.common.io.bytestest.testbytes2hexwithwrongoffset	0	0	0	0
17053	21_dubbo	org.apache.dubbo.common.io.bytestest.testwrongoffset	0	0	0	0
17048	21_dubbo	org.apache.dubbo.common.io.unsafebytearrayinputstreamtest.testwrongoffset	0	0	0	0
17074	21_dubbo	org.apache.dubbo.common.io.unsafebytearrayoutputstreamtest.testextendlengthforbuffer	1	0	0	0
17083	21_dubbo	org.apache.dubbo.common.io.unsafestringwritertest.testappendnull	0	0	0	0
17081	21_dubbo	org.apache.dubbo.common.io.unsafestringwritertest.testnegativesize	0	0	0	0
17429	21_dubbo	org.apache.dubbo.common.json.jsontest.testlinkedmap	0	0	0	0
17434	21_dubbo	org.apache.dubbo.common.json.jsontest.testlocale	0	0	0	0
17427	21_dubbo	org.apache.dubbo.common.json.jsontest.testmap	0	0	0	0
17430	21_dubbo	org.apache.dubbo.common.json.jsontest.testobject2json	0	0	0	0
17433	21_dubbo	org.apache.dubbo.common.json.jsontest.testparse2arguments	0	0	0	0
17392	21_dubbo	org.apache.dubbo.common.logger.loggerfactorytest.testloggerlevel	0	0	0	0
17404	21_dubbo	org.apache.dubbo.common.logger.support.failsafeloggertest.testfailsafeforloggingmethod	0	0	0	0
17727	21_dubbo	org.apache.dubbo.common.serialize.fastjson.fastjsonobjectinputtest.testreadbyte	0	0	0	0
17732	21_dubbo	org.apache.dubbo.common.serialize.fastjson.fastjsonobjectinputtest.testreadlong	0	0	0	0
17738	21_dubbo	org.apache.dubbo.common.serialize.fastjson.fastjsonobjectinputtest.testreadobjectwithoutclass	0	0	0	0
17749	21_dubbo	org.apache.dubbo.common.serialize.fastjson.fastjsonobjectoutputtest.testwritebyte	0	0	0	0
17747	21_dubbo	org.apache.dubbo.common.serialize.fastjson.fastjsonobjectoutputtest.testwritebytes	0	0	0	0
17743	21_dubbo	org.apache.dubbo.common.serialize.fastjson.fastjsonobjectoutputtest.testwritelong	0	0	0	0
17703	21_dubbo	org.apache.dubbo.common.serialize.fst.fstobjectinputtest.testemptybytearrayforemptyinput	0	0	0	0
17717	21_dubbo	org.apache.dubbo.common.serialize.fst.fstobjectoutputtest.testwritebyte	0	0	0	0
17721	21_dubbo	org.apache.dubbo.common.serialize.fst.fstobjectoutputtest.testwritenullbyteswithsublength	0	0	0	0
17705	21_dubbo	org.apache.dubbo.common.serialize.fst.fstserializationtest.testcontenttypeid	0	0	0	0
17708	21_dubbo	org.apache.dubbo.common.serialize.fst.fstserializationtest.testdeserialize	0	0	0	0
17698	21_dubbo	org.apache.dubbo.common.serialize.serialization.hessian2serializationtest.test_doublearray_withtype	0	0	0	0
17697	21_dubbo	org.apache.dubbo.common.serialize.serialization.hessian2serializationtest.test_floatarray_withtype	0	0	0	0
17695	21_dubbo	org.apache.dubbo.common.serialize.serialization.hessian2serializationtest.test_intarray_withtype	0	0	0	0
17691	21_dubbo	org.apache.dubbo.common.serialize.serialization.reflectionutilstest.test	0	0	0	0
17011	21_dubbo	org.apache.dubbo.common.status.support.statusutilstest.testgetsummarystatus1	0	0	0	0
17106	21_dubbo	org.apache.dubbo.common.threadlocal.internalthreadlocaltest.testmultithreadsetandget	1	0	0	0
17104	21_dubbo	org.apache.dubbo.common.threadlocal.internalthreadlocaltest.testonremove	0	0	0	0
17111	21_dubbo	org.apache.dubbo.common.threadlocal.internalthreadlocaltest.testperformance	1	0	0	0
17103	21_dubbo	org.apache.dubbo.common.threadlocal.internalthreadlocaltest.testremove	0	0	0	0
17101	21_dubbo	org.apache.dubbo.common.threadlocal.internalthreadlocaltest.testsize	0	0	0	0
17032	21_dubbo	org.apache.dubbo.common.urltest.test_addparameterifabsent	0	0	0	0
17035	21_dubbo	org.apache.dubbo.common.urltest.test_anyhost	0	0	0	0
17023	21_dubbo	org.apache.dubbo.common.urltest.test_equals	0	0	0	0
17019	21_dubbo	org.apache.dubbo.common.urltest.test_novaluekey	0	0	0	0
17037	21_dubbo	org.apache.dubbo.common.urltest.test_path	0	0	0	0
17026	21_dubbo	org.apache.dubbo.common.urltest.test_set_methods	1	0	0	0
17025	21_dubbo	org.apache.dubbo.common.urltest.test_tofullstring	0	0	0	0
17041	21_dubbo	org.apache.dubbo.common.urltest.testipv6addresswithscopeid	0	0	0	0
17385	21_dubbo	org.apache.dubbo.common.utils.asserttest.testnotnull2	0	0	0	0
17332	21_dubbo	org.apache.dubbo.common.utils.atomicpositiveintegertest.testdecrementandget	0	0	0	0
17341	21_dubbo	org.apache.dubbo.common.utils.atomicpositiveintegertest.testequals	0	0	0	0
17217	21_dubbo	org.apache.dubbo.common.utils.classhelpertest.testtoshortstring	0	0	0	0
17297	21_dubbo	org.apache.dubbo.common.utils.collectionutilstest.testisnotempty	0	0	0	0
17291	21_dubbo	org.apache.dubbo.common.utils.collectionutilstest.testmapequals	0	0	0	0
17285	21_dubbo	org.apache.dubbo.common.utils.collectionutilstest.testsortnull	0	0	0	0
17293	21_dubbo	org.apache.dubbo.common.utils.collectionutilstest.teststringmap2	0	0	0	0
17294	21_dubbo	org.apache.dubbo.common.utils.collectionutilstest.testtomap1	0	0	0	0
17311	21_dubbo	org.apache.dubbo.common.utils.configutilstest.testaddproperties	0	0	0	0
17323	21_dubbo	org.apache.dubbo.common.utils.configutilstest.testgetpid	0	0	0	0
17313	21_dubbo	org.apache.dubbo.common.utils.configutilstest.testgetproperty	0	0	0	0
17315	21_dubbo	org.apache.dubbo.common.utils.configutilstest.testgetpropertyfromsystem	0	0	0	0
17302	21_dubbo	org.apache.dubbo.common.utils.configutilstest.testisdefault	0	0	0	0
17303	21_dubbo	org.apache.dubbo.common.utils.configutilstest.testmergevalues	0	0	0	0
17304	21_dubbo	org.apache.dubbo.common.utils.configutilstest.testmergevaluesadddefault	0	0	0	0
17307	21_dubbo	org.apache.dubbo.common.utils.configutilstest.testmergevaluesdelete	0	0	0	0
17305	21_dubbo	org.apache.dubbo.common.utils.configutilstest.testmergevaluesdeletedefault	0	0	0	0
17152	21_dubbo	org.apache.dubbo.common.utils.dubboappendertest.testappend	0	0	0	0
17166	21_dubbo	org.apache.dubbo.common.utils.executorutiltest.testgracefulshutdown1	0	0	0	0
17176	21_dubbo	org.apache.dubbo.common.utils.holdertest.testsetandget	0	0	0	0
17349	21_dubbo	org.apache.dubbo.common.utils.ioutilstest.testlines	0	0	0	0
17348	21_dubbo	org.apache.dubbo.common.utils.ioutilstest.testwrite5	0	0	0	0
17387	21_dubbo	org.apache.dubbo.common.utils.loghelpertest.testdebug	0	0	0	0
17390	21_dubbo	org.apache.dubbo.common.utils.loghelpertest.testerror	0	0	0	0
17386	21_dubbo	org.apache.dubbo.common.utils.loghelpertest.testtrace	0	0	0	0
17389	21_dubbo	org.apache.dubbo.common.utils.loghelpertest.testwarn	0	0	0	0
17156	21_dubbo	org.apache.dubbo.common.utils.logutiltest.testchecknoerror	0	0	0	0
17158	21_dubbo	org.apache.dubbo.common.utils.logutiltest.testfindlevel	0	0	0	0
17159	21_dubbo	org.apache.dubbo.common.utils.logutiltest.testfindlevelwiththreadname	0	0	0	0
17157	21_dubbo	org.apache.dubbo.common.utils.logutiltest.testfindname	0	0	0	0
17163	21_dubbo	org.apache.dubbo.common.utils.namedthreadfactorytest.testnewthread	0	0	0	0
17164	21_dubbo	org.apache.dubbo.common.utils.namedthreadfactorytest.testprefixanddaemon	0	0	0	0
17229	21_dubbo	org.apache.dubbo.common.utils.netutilstest.testgetlocaladdress	0	0	0	0
17236	21_dubbo	org.apache.dubbo.common.utils.netutilstest.testisvalidv6address	0	0	0	0
17264	21_dubbo	org.apache.dubbo.common.utils.pojoutilstest.test_looppojoinlist	0	0	0	0
17246	21_dubbo	org.apache.dubbo.common.utils.pojoutilstest.test_pojoarray	0	0	0	0
17245	21_dubbo	org.apache.dubbo.common.utils.pojoutilstest.test_primitivearray	0	0	0	0
17258	21_dubbo	org.apache.dubbo.common.utils.pojoutilstest.test_simplecollection	0	0	0	0
17250	21_dubbo	org.apache.dubbo.common.utils.pojoutilstest.testgeneralizeenumarray	0	0	0	0
17275	21_dubbo	org.apache.dubbo.common.utils.pojoutilstest.testmapfield	1	0	0	0
17274	21_dubbo	org.apache.dubbo.common.utils.pojoutilstest.testpublicfield	0	0	0	0
17142	21_dubbo	org.apache.dubbo.common.utils.reflectutilstest.testfindmethodbymethodsignature	0	0	0	0
17143	21_dubbo	org.apache.dubbo.common.utils.reflectutilstest.testfindmethodbymethodsignature_override	0	0	0	0
17145	21_dubbo	org.apache.dubbo.common.utils.reflectutilstest.testfindmethodbymethodsignaturenotfound	0	0	0	0
17124	21_dubbo	org.apache.dubbo.common.utils.reflectutilstest.testgetconstructorname	0	0	0	0
17127	21_dubbo	org.apache.dubbo.common.utils.reflectutilstest.testgetdescconstructor	0	0	0	0
17146	21_dubbo	org.apache.dubbo.common.utils.reflectutilstest.testgetemptyobject	0	0	0	0
17136	21_dubbo	org.apache.dubbo.common.utils.reflectutilstest.testgetpropertynamefrombeanwritemethod	0	0	0	0
17114	21_dubbo	org.apache.dubbo.common.utils.reflectutilstest.testisprimitive	0	0	0	0
17125	21_dubbo	org.apache.dubbo.common.utils.reflectutilstest.testname2class	0	0	0	0
17207	21_dubbo	org.apache.dubbo.common.utils.stacktest.testillegalremove	0	0	0	0
17206	21_dubbo	org.apache.dubbo.common.utils.stacktest.testillegalset	0	0	0	0
17188	21_dubbo	org.apache.dubbo.common.utils.stringutilstest.testexceptiontostring	0	0	0	0
17189	21_dubbo	org.apache.dubbo.common.utils.stringutilstest.testexceptiontostringwithmessage	0	0	0	0
17181	21_dubbo	org.apache.dubbo.common.utils.stringutilstest.testisblank	0	0	0	0
17196	21_dubbo	org.apache.dubbo.common.utils.stringutilstest.testiscontains	0	0	0	0
17185	21_dubbo	org.apache.dubbo.common.utils.stringutilstest.testisinteger	0	0	0	0
17197	21_dubbo	org.apache.dubbo.common.utils.stringutilstest.testisnumeric	0	0	0	0
17193	21_dubbo	org.apache.dubbo.common.utils.stringutilstest.testjoin	0	0	0	0
17177	21_dubbo	org.apache.dubbo.common.utils.stringutilstest.testlength	0	0	0	0
17194	21_dubbo	org.apache.dubbo.common.utils.stringutilstest.testsplit	0	0	0	0
17192	21_dubbo	org.apache.dubbo.common.utils.stringutilstest.testtoquerystring	0	0	0	0
17354	21_dubbo	org.apache.dubbo.common.utils.urlutilstest.testaddressnull	0	0	0	0
17362	21_dubbo	org.apache.dubbo.common.utils.urlutilstest.testconvertregister	0	0	0	0
17363	21_dubbo	org.apache.dubbo.common.utils.urlutilstest.testconvertregister2	0	0	0	0
17374	21_dubbo	org.apache.dubbo.common.utils.urlutilstest.testrevertforbid3	0	0	0	0
17365	21_dubbo	org.apache.dubbo.common.utils.urlutilstest.testsubscribe2	0	0	0	0
17487	21_dubbo	org.apache.dubbo.common.version.versiontest.testsupportresponseattatchment	0	0	0	0
16263	21_dubbo	org.apache.dubbo.config.abstractconfigtest.testappendattributes1	0	0	0	0
16259	21_dubbo	org.apache.dubbo.config.abstractconfigtest.testappendparameters1	0	0	0	0
16261	21_dubbo	org.apache.dubbo.config.abstractconfigtest.testappendparameters3	0	0	0	0
16457	21_dubbo	org.apache.dubbo.config.abstractinterfaceconfigtest.testcheckregistry1	0	0	0	0
16481	21_dubbo	org.apache.dubbo.config.abstractinterfaceconfigtest.testconnections	0	0	0	0
16477	21_dubbo	org.apache.dubbo.config.abstractinterfaceconfigtest.testlocal	0	0	0	0
16340	21_dubbo	org.apache.dubbo.config.abstractmethodconfigtest.testcache	0	0	0	0
16339	21_dubbo	org.apache.dubbo.config.abstractmethodconfigtest.testmerger	0	0	0	0
16342	21_dubbo	org.apache.dubbo.config.abstractmethodconfigtest.testparameters	0	0	0	0
16333	21_dubbo	org.apache.dubbo.config.abstractmethodconfigtest.testretries	0	0	0	0
16332	21_dubbo	org.apache.dubbo.config.abstractmethodconfigtest.testtimeout	0	0	0	0
16306	21_dubbo	org.apache.dubbo.config.abstractreferenceconfigtest.testfilter	0	0	0	0
16311	21_dubbo	org.apache.dubbo.config.abstractreferenceconfigtest.teststubevent	0	0	0	0
16314	21_dubbo	org.apache.dubbo.config.abstractreferenceconfigtest.testversion	0	0	0	0
16353	21_dubbo	org.apache.dubbo.config.abstractserviceconfigtest.testaccesslog	0	0	0	0
16351	21_dubbo	org.apache.dubbo.config.abstractserviceconfigtest.testdynamic	0	0	0	0
16354	21_dubbo	org.apache.dubbo.config.abstractserviceconfigtest.testexecutes	0	0	0	0
16355	21_dubbo	org.apache.dubbo.config.abstractserviceconfigtest.testfilter	0	0	0	0
16352	21_dubbo	org.apache.dubbo.config.abstractserviceconfigtest.testprotocol	0	0	0	0
16347	21_dubbo	org.apache.dubbo.config.abstractserviceconfigtest.testweight	0	0	0	0
16444	21_dubbo	org.apache.dubbo.config.applicationconfigtest.testenvironment1	0	0	0	0
16232	21_dubbo	org.apache.dubbo.config.applicationconfigtest.testorganization	0	0	0	0
16441	21_dubbo	org.apache.dubbo.config.applicationconfigtest.testowner	0	0	0	0
16244	21_dubbo	org.apache.dubbo.config.applicationconfigtest.testparameters	0	0	0	0
16452	21_dubbo	org.apache.dubbo.config.applicationconfigtest.testqosport	0	0	0	0
16236	21_dubbo	org.apache.dubbo.config.applicationconfigtest.testregistry	0	0	0	0
16370	21_dubbo	org.apache.dubbo.config.argumentconfigtest.testarguments	0	0	0	0
16172	21_dubbo	org.apache.dubbo.config.argumentconfigtest.testtype	0	0	0	0
16169	21_dubbo	org.apache.dubbo.config.consumerconfigtest.testdefault	0	0	0	0
16331	21_dubbo	org.apache.dubbo.config.consumerconfigtest.testqueues	0	0	0	0
16328	21_dubbo	org.apache.dubbo.config.consumerconfigtest.testthreadpool	0	0	0	0
16295	21_dubbo	org.apache.dubbo.config.methodconfigtest.testonreturn	0	0	0	0
16288	21_dubbo	org.apache.dubbo.config.methodconfigtest.teststat	0	0	0	0
16167	21_dubbo	org.apache.dubbo.config.moduleconfigtest.testdefault	0	0	0	0
16166	21_dubbo	org.apache.dubbo.config.moduleconfigtest.testmonitor	0	0	0	0
16162	21_dubbo	org.apache.dubbo.config.moduleconfigtest.testowner	0	0	0	0
16318	21_dubbo	org.apache.dubbo.config.moduleconfigtest.testversion	0	0	0	0
16278	21_dubbo	org.apache.dubbo.config.monitorconfigtest.testaddress	0	0	0	0
16282	21_dubbo	org.apache.dubbo.config.monitorconfigtest.testgroup	0	0	0	0
16421	21_dubbo	org.apache.dubbo.config.protocolconfigtest.testcorethreads	0	0	0	0
16416	21_dubbo	org.apache.dubbo.config.protocolconfigtest.testdestroy	0	0	0	0
16438	21_dubbo	org.apache.dubbo.config.protocolconfigtest.testextension	0	0	0	0
16219	21_dubbo	org.apache.dubbo.config.protocolconfigtest.testiothreads	0	0	0	0
16226	21_dubbo	org.apache.dubbo.config.protocolconfigtest.testkeepalive	0	0	0	0
16417	21_dubbo	org.apache.dubbo.config.protocolconfigtest.testname	0	0	0	0
16227	21_dubbo	org.apache.dubbo.config.protocolconfigtest.testoptimizer	0	0	0	0
16400	21_dubbo	org.apache.dubbo.config.providerconfigtest.testaccepts	0	0	0	0
16410	21_dubbo	org.apache.dubbo.config.providerconfigtest.testexchanger	0	0	0	0
16398	21_dubbo	org.apache.dubbo.config.providerconfigtest.testiothreads	0	0	0	0
16211	21_dubbo	org.apache.dubbo.config.providerconfigtest.testnetworker	0	0	0	0
16402	21_dubbo	org.apache.dubbo.config.providerconfigtest.testpayload	0	0	0	0
16202	21_dubbo	org.apache.dubbo.config.providerconfigtest.testqueues	0	0	0	0
16408	21_dubbo	org.apache.dubbo.config.providerconfigtest.teststatus	0	0	0	0
16212	21_dubbo	org.apache.dubbo.config.providerconfigtest.testwait	0	0	0	0
16415	21_dubbo	org.apache.dubbo.config.referenceconfigtest.testreferenceretry	0	0	0	0
16376	21_dubbo	org.apache.dubbo.config.registryconfigtest.testcheck	0	0	0	0
16180	21_dubbo	org.apache.dubbo.config.registryconfigtest.testcheck	0	0	0	0
16379	21_dubbo	org.apache.dubbo.config.registryconfigtest.testclient	0	0	0	0
16385	21_dubbo	org.apache.dubbo.config.registryconfigtest.testcluster	0	0	0	0
16386	21_dubbo	org.apache.dubbo.config.registryconfigtest.testgroup	0	0	0	0
16374	21_dubbo	org.apache.dubbo.config.registryconfigtest.testpassword	0	0	0	0
16371	21_dubbo	org.apache.dubbo.config.registryconfigtest.testprotocol	0	0	0	0
16383	21_dubbo	org.apache.dubbo.config.registryconfigtest.testregister	0	0	0	0
16185	21_dubbo	org.apache.dubbo.config.registryconfigtest.testsession	0	0	0	0
16384	21_dubbo	org.apache.dubbo.config.registryconfigtest.testsubscribe	0	0	0	0
16373	21_dubbo	org.apache.dubbo.config.registryconfigtest.testusername	0	0	0	0
16387	21_dubbo	org.apache.dubbo.config.registryconfigtest.testversion	0	0	0	0
16253	21_dubbo	org.apache.dubbo.config.serviceconfigtest.testgeneric1	0	0	0	0
16251	21_dubbo	org.apache.dubbo.config.serviceconfigtest.testinterface2	0	0	0	0
16252	21_dubbo	org.apache.dubbo.config.serviceconfigtest.testprovider	0	0	0	0
16554	21_dubbo	org.apache.dubbo.config.spring.beans.factory.annotation.referenceannotationbeanpostprocessortest.testgetinjectedfieldreferencebeanmap	1	0	0	0
16555	21_dubbo	org.apache.dubbo.config.spring.beans.factory.annotation.referenceannotationbeanpostprocessortest.testgetinjectedmethodreferencebeanmap	1	0	0	0
16563	21_dubbo	org.apache.dubbo.config.spring.beans.factory.annotation.serviceannotationbeanpostprocessortest.test	0	0	0	0
16530	21_dubbo	org.apache.dubbo.config.spring.context.annotation.dubboconfigbindingregistrartest.testregisterbeandefinitionsformultiple	0	0	0	0
16531	21_dubbo	org.apache.dubbo.config.spring.context.annotation.dubboconfigbindingsregistrartest.test	0	0	0	0
16974	21_dubbo	org.apache.dubbo.config.spring.convert.converter.stringarraytostringconvertertest.testconvert	0	0	0	0
16952	21_dubbo	org.apache.dubbo.config.spring.initializer.dubboapplicationlistenertest.testtwoshutdownhook	1	1	1	0
16543	21_dubbo	org.apache.dubbo.config.spring.schema.dubbonamespacehandlertest.testmonitor	0	1	1	0
16969	21_dubbo	org.apache.dubbo.config.spring.status.datasourcestatuscheckertest.testwithoutapplicationcontext	0	0	0	0
16966	21_dubbo	org.apache.dubbo.config.spring.status.springstatuscheckertest.testwithlifecyclerunning	0	0	0	0
16981	21_dubbo	org.apache.dubbo.config.spring.util.propertysourcesutilstest.testgetsubproperties	1	0	0	0
16934	21_dubbo	org.apache.dubbo.config.validation.validationtest.testprovidervalidation	1	0	0	0
16801	21_dubbo	org.apache.dubbo.container.spring.springcontainertest.testcontainer	0	0	0	0
16525	21_dubbo	org.apache.dubbo.echo.echoservicetest.testecho	0	1	1	0
16527	21_dubbo	org.apache.dubbo.filter.filtertest.testdefault	0	0	0	0
17690	21_dubbo	org.apache.dubbo.metrics.metricnametest.testresolvewithlevel	0	0	0	0
17681	21_dubbo	org.apache.dubbo.metrics.metricnametest.testresolvewithouttags	0	0	0	0
17684	21_dubbo	org.apache.dubbo.metrics.metricnametest.testtaggedmorearguments	0	0	0	0
17686	21_dubbo	org.apache.dubbo.metrics.metricnametest.testtaggednotpairs2	0	0	0	0
17833	21_dubbo	org.apache.dubbo.monitor.dubbo.dubbomonitortest.testavailable	0	1	1	0
17837	21_dubbo	org.apache.dubbo.monitor.dubbo.statisticstest.testequals	0	0	0	0
17862	21_dubbo	org.apache.dubbo.monitor.support.abstractmonitorfactorytest.testmonitorfactorygroupcache	0	0	0	0
17861	21_dubbo	org.apache.dubbo.monitor.support.abstractmonitorfactorytest.testmonitorfactoryipcache	0	0	0	0
17852	21_dubbo	org.apache.dubbo.monitor.support.monitorfiltertest.testgenericfilter	1	0	0	0
17851	21_dubbo	org.apache.dubbo.monitor.support.monitorfiltertest.testskipmonitorifnothaskey	0	0	0	0
17818	21_dubbo	org.apache.dubbo.qos.command.commandcontexttest.test	0	0	0	0
17813	21_dubbo	org.apache.dubbo.qos.command.decoder.httpcommanddecodertest.decodepost	0	0	0	0
17814	21_dubbo	org.apache.dubbo.qos.command.decoder.telnetcommanddecodertest.testdecode	0	0	0	0
17808	21_dubbo	org.apache.dubbo.qos.command.impl.helptest.testmainhelp	0	0	0	0
17807	21_dubbo	org.apache.dubbo.qos.command.impl.onlinetest.testexecute	0	0	0	0
17806	21_dubbo	org.apache.dubbo.qos.command.impl.quittest.testexecute	0	0	0	0
17816	21_dubbo	org.apache.dubbo.qos.command.util.commandhelpertest.testgetallcommandclass	0	0	0	0
17817	21_dubbo	org.apache.dubbo.qos.command.util.commandhelpertest.testgetcommandclass	0	0	0	0
17788	21_dubbo	org.apache.dubbo.qos.protocol.qosprotocolwrappertest.testexport	0	0	0	0
17789	21_dubbo	org.apache.dubbo.qos.protocol.qosprotocolwrappertest.testrefer	0	0	0	0
17798	21_dubbo	org.apache.dubbo.qos.server.handler.telnetprocesshandlertest.testunknowncommand	0	0	0	0
17804	21_dubbo	org.apache.dubbo.qos.textui.ttabletest.test1	0	0	0	0
17805	21_dubbo	org.apache.dubbo.qos.textui.ttabletest.test2	0	0	0	0
16893	21_dubbo	org.apache.dubbo.registry.dubbo.registrydirectorytest.test_notified_acceptprotocol1	0	1	1	0
16874	21_dubbo	org.apache.dubbo.registry.dubbo.registrydirectorytest.testdubbo1urlwithgenericinvocation	0	0	0	0
16876	21_dubbo	org.apache.dubbo.registry.dubbo.registrydirectorytest.testemptynotifycauseforbidden	0	0	0	0
16889	21_dubbo	org.apache.dubbo.registry.dubbo.registrydirectorytest.testnofity_disabled_specifiedprovider	0	1	1	0
16886	21_dubbo	org.apache.dubbo.registry.dubbo.registrydirectorytest.testnofityoverrideurls_disabled_allprovider	0	1	1	0
16862	21_dubbo	org.apache.dubbo.registry.dubbo.registrydirectorytest.testnotified_witherror	0	0	0	0
16851	21_dubbo	org.apache.dubbo.registry.dubbo.registryprotocoltest.testnotifyoverride_notmatch	0	1	0	0
16900	21_dubbo	org.apache.dubbo.registry.multicast.multicastregistrytest.testanyhost	0	0	0	0
16911	21_dubbo	org.apache.dubbo.registry.multicast.multicastregistrytest.testdefaultport	0	1	1	0
16901	21_dubbo	org.apache.dubbo.registry.multicast.multicastregistrytest.testgetcustomport	0	0	0	0
16813	21_dubbo	org.apache.dubbo.registry.support.abstractregistryfactorytest.testregistryfactorygroupcache	0	0	0	0
16838	21_dubbo	org.apache.dubbo.registry.support.abstractregistrytest.testnotifylist	0	1	1	0
16836	21_dubbo	org.apache.dubbo.registry.support.abstractregistrytest.testrecover2	0	0	0	0
16825	21_dubbo	org.apache.dubbo.registry.support.abstractregistrytest.testregisterifurlnull	0	0	0	0
16829	21_dubbo	org.apache.dubbo.registry.support.abstractregistrytest.testsubscribeifurlnull	0	1	0	0
16831	21_dubbo	org.apache.dubbo.registry.support.abstractregistrytest.testunsubscribeifurlnull	0	0	0	0
16817	21_dubbo	org.apache.dubbo.registry.support.failbackregistrytest.testdoretry_subscribe	1	0	0	0
16929	21_dubbo	org.apache.dubbo.registry.zookeeper.zookeeperregistrytest.testlookup	0	0	0	0
16931	21_dubbo	org.apache.dubbo.registry.zookeeper.zookeeperregistrytest.testsubscribeanyvalue	0	0	0	0
16705	21_dubbo	org.apache.dubbo.remoting.buffer.abstractchannelbuffertest.testcopy	1	0	0	0
16692	21_dubbo	org.apache.dubbo.remoting.buffer.abstractchannelbuffertest.testrandombytebuffertransfer	1	0	0	0
16689	21_dubbo	org.apache.dubbo.remoting.buffer.abstractchannelbuffertest.testrandomheapbuffertransfer1	1	0	0	0
16695	21_dubbo	org.apache.dubbo.remoting.buffer.abstractchannelbuffertest.testsequentialheapbuffertransfer1	1	0	0	0
16703	21_dubbo	org.apache.dubbo.remoting.buffer.abstractchannelbuffertest.teststreamtransfer1	1	0	0	0
16761	21_dubbo	org.apache.dubbo.remoting.codec.exchangecodectest.test_decode_error_request_object	0	0	0	0
16764	21_dubbo	org.apache.dubbo.remoting.codec.exchangecodectest.test_encode_request	0	0	0	0
16763	21_dubbo	org.apache.dubbo.remoting.codec.exchangecodectest.test_header_response_heartbeat	0	0	0	0
16767	21_dubbo	org.apache.dubbo.remoting.codec.exchangecodectest.testmessagelengthgreaterthanmessageactuallength	1	0	0	0
16740	21_dubbo	org.apache.dubbo.remoting.codec.telnetcodectest.testdecode_history_up	0	0	0	0
16736	21_dubbo	org.apache.dubbo.remoting.codec.telnetcodectest.testdecode_person_withenter	0	0	0	0
16732	21_dubbo	org.apache.dubbo.remoting.codec.telnetcodectest.testdecode_string_noenter	0	0	0	0
16733	21_dubbo	org.apache.dubbo.remoting.codec.telnetcodectest.testdecode_string_withenter	0	0	0	0
